"TIME_PERIOD","TIME_IDENTIFIER","TRUST_GROUP_TYPE","TRUST_NAME","TRUST_UID","TRUST_ID","TRUST_COMPANIES_HOUSE_NUMBER","TRUST_UKPRN","TRUST_LEADREGION","INSTITUTIONS_MATPTINC","NUMINST_ACAD_MATPTINC","NUMINST_ACAD_CONVERTER_MATPTINC","NUMINST_ACAD_SPONSOR_MATPTINC","NUMINST_ACAD_FREE_MATPTINC","NUMINST_ACAD_UTC_MATPTINC","NUMINST_ACAD_STUDIO_MATPTINC","NUMINST_ACAD_3_MATPTINC","NUMINST_ACAD_4_MATPTINC","NUMINST_ACAD_5PLUS_MATPTINC","NUMINST_AGEN_MATPTINC","NUMINST_AGEN_CONVERTER_MATPTINC","NUMINST_AGEN_SPONSOR_MATPTINC","NUMINST_AGEN_FREE_MATPTINC","NUMINST_AGEN_UTC_MATPTINC","NUMINST_AGEN_STUDIO_MATPTINC","NUMINST_AGEN_3_MATPTINC","NUMINST_AGEN_4_MATPTINC","NUMINST_AGEN_5PLUS_MATPTINC","TALLPUP_ACAD_MATPTINC","TALLSCR_ACAD_1618","TALLENT_ACAD_1618","TALLPPE_ACAD_1618","TALLPPE_GRD_ACAD_1618","TALLPUP_ACAD_DIS_MATPTINC","TALLSCR_ACAD_1618_DIS","TALLENT_ACAD_1618_DIS","TALLPPE_ACAD_1618_DIS","TALLPPE_GRD_ACAD_1618_DIS","perc_DIS_ACAD","TALLPUP_ACAD_NOTDIS_MATPTINC","TALLSCR_ACAD_1618_NOTDIS","TALLENT_ACAD_1618_NOTDIS","TALLPPE_ACAD_1618_NOTDIS","TALLPPE_GRD_ACAD_1618_NOTDIS","TALLPUP_AGEN_MATPTINC","TALLSCR_AGEN","TALLENT_AGEN","TALLPPE_AGEN","TALLPPE_GRD_AGEN","TALLPUP_AGEN_DIS_MATPTINC","TALLSCR_AGEN_DIS","TALLENT_AGEN_DIS","TALLPPE_AGEN_DIS","TALLPPE_GRD_AGEN_DIS","perc_DIS_AGEN","TALLPUP_AGEN_NOTDIS_MATPTINC","TALLSCR_AGEN_NOTDIS","TALLENT_AGEN_NOTDIS","TALLPPE_AGEN_NOTDIS","TALLPPE_GRD_AGEN_NOTDIS","INSTITUTIONS_INMAT","NUMINST_1618_INMAT","NUMINST_1618_CONVERTER_INMAT","NUMINST_1618_SPONSOR_INMAT","NUMINST_1618_FREE_INMAT","NUMINST_1618_UTC_INMAT","NUMINST_1618_STUDIO_INMAT","NUMINST_ACAD_INMAT","NUMINST_ACAD_CONVERTER_INMAT","NUMINST_ACAD_SPONSOR_INMAT","NUMINST_ACAD_FREE_INMAT","NUMINST_ACAD_UTC_INMAT","NUMINST_ACAD_STUDIO_INMAT","NUMINST_AGEN_INMAT","NUMINST_AGEN_CONVERTER_INMAT","NUMINST_AGEN_SPONSOR_INMAT","NUMINST_AGEN_FREE_INMAT","NUMINST_AGEN_UTC_INMAT","NUMINST_AGEN_STUDIO_INMAT","TALLPUP_1618_INMAT","TALLPUP_ACAD_INMAT","TALLPUP_ACAD_DIS_INMAT","TALLPUP_ACAD_NOTDIS_INMAT","TALLPUP_AGEN_INMAT","TALLPUP_AGEN_DIS_INMAT","TALLPUP_AGEN_NOTDIS_INMAT"
202223,"AcademicYear","Multi-academy trust","GLF SCHOOLS",3190,"TR00860",7551959,10053217,"South East","136534, 137735, 137736",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,"377","37449","1062.9","35.23","B-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","59","2062.5","75","27.5","Merit+","8","205","9","22.78","Merit-","14%","51","1857.5","66","28.14","Merit+","136534, 137735, 137736",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,412,377,14,361,59,8,51
202223,"AcademicYear","Multi-academy trust","GREENSHAW LEARNING TRUST",5452,"TR00911",7633694,10058734,"South West","136800, 145135, 142577, 147300",4,2,2,0,0,0,0,1,3,3,1,2,0,0,0,0,1,2,"283","26102","750.2","34.79","C+","55","4307","135.8","31.72","C+","19%","223","21225","598.4","35.47","B-","119","7167.5","228.5","31.37","Dist-","30","1737","58","29.95","Merit+","25%","88","5395.5","169.5","31.83","Dist-","136800, 147219, 149435, 145135, 142577, 136626, 144760, 147300",8,4,3,0,0,1,7,4,2,0,0,1,6,3,2,0,0,1,594,401,73,322,195,44,150
202223,"AcademicYear","Multi-academy trust","GREENWOOD ACADEMIES TRUST",3252,"TR00914",6864339,10058259,"East Midlands","135881, 137880, 137184, 136217, 139957, 136948",6,0,6,0,0,0,0,0,6,6,0,6,0,0,0,0,0,6,"271","15489","568","27.27","C-","70","3602","131.7","27.35","C-","26%","198","11547","426.8","27.05","C-","255","12140","444","27.34","Merit+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","135881, 137880, 137184, 136217, 139957, 136948",6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,402,271,70,198,255,77,177
202223,"AcademicYear","Multi-academy trust","HABERDASHERS' ASKE'S FEDERATION TRUST",3279,"TR00933",2535091,10058159,"London","135073, 135070, 135951",3,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,"285","20063","711.4","28.2","C-","81","5392","211.6","25.48","C-","28%","200","14269","489.5","29.15","C","166","10585","335","31.6","Dist-","52","3390","109","31.1","Dist-","31%","113","7153","225","31.79","Dist-","135073, 135070, 135951",3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,380,285,81,200,166,52,113
202223,"AcademicYear","Multi-academy trust","HARRIS FEDERATION",3320,"TR00968",6228587,10058214,"London","140952, 145197, 140939, 145126, 137121, 137379, 143427, 135249, 135311, 135955, 140935, 131897, 139703, 144750, 147537, 137549, 131747, 132711, 135816, 140985, 138449, 145140, 135677",22,3,15,4,0,0,0,1,21,21,3,15,3,0,0,0,1,20,"1981","181360.89","5410.1","33.52","C+","622","50063.34","1617.2","30.96","C","31%","1339","129058.38","3730.6","34.59","C+","866","47448","1573.5","30.15","Dist-","351","18189.5","630.5","28.85","Merit+","41%","511","29018.5","936","31","Dist-","148555, 140952, 145197, 140939, 145126, 137121, 137379, 143427, 135249, 135311, 135955, 140935, 131897, 139703, 149431, 144750, 147537, 137549, 131747, 132711, 135816, 140985, 138449, 145140, 135677",25,3,15,7,0,0,24,3,15,6,0,0,22,3,15,4,0,0,2910,2105,668,1412,898,367,527
202223,"AcademicYear","Multi-academy trust","INSPIRATION TRUST",3531,"TR01149",8179349,10060032,"East of England","139896, 140815, 136204",3,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"368","40154","1060.3","37.87","B-","36","3425","96.5","35.49","B-","10%","328","36179","950.8","38.05","B-","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","139896, 140815, 148826, 136204",4,0,2,2,0,0,4,0,2,2,0,0,2,0,2,0,0,0,524,440,44,392,77,14,63
202223,"AcademicYear","Multi-academy trust","INVICTUS EDUCATION TRUST",5519,"TR02737",9284368,10060890,"West Midlands","141342, 141343, 141570",3,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"138","8578","294.7","29.11","C","16","929","29.7","31.28","C","12%","120","7509","259","28.99","C","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","141342, 141343, 141570",3,1,2,0,0,0,3,1,2,0,0,0,2,0,2,0,0,0,173,138,16,120,90,9,81
202223,"AcademicYear","Multi-academy trust","JOHN TAYLOR MAT",5690,"TR01177",7421140,10057362,"West Midlands","147574, 136323, 142313",3,3,0,0,0,0,1,0,2,3,3,0,0,0,0,1,0,2,"258","21338.7","632.5","33.74","C+","19","1215","45.6","26.64","C-","7%","239","20123.7","586.9","34.29","C+","163","10653.5","324","32.88","Dist-","15","962.5","30.5","31.56","Dist-","9%","148","9691","293.5","33.02","Dist-","143899, 147574, 136323, 142313",4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,412,325,22,303,174,16,158
202223,"AcademicYear","Multi-academy trust","KENT CATHOLIC SCHOOLS' PARTNERSHIP",3594,"TR01197",8176019,10060024,"South East","140537, 140640, 140874, 141628",4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,4,"325","22343","777.9","28.72","C","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","210","11828.25","381.5","31","Dist-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","140537, 140640, 140874, 141628",4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,433,325,38,286,210,35,174
202223,"AcademicYear","Multi-academy trust","KING EDWARD VI ACADEMY TRUST BIRMINGHAM",16826,"TR03804",10654935,10065300,"West Midlands","143562, 137047, 137046, 137044, 137045, 137043, 138937, 136152",8,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,"1087","135355","3384","40","B","217","22741","653.4","34.8","C+","20%","858","111303","2694.7","41.3","B","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","143562, 137047, 137046, 137044, 137045, 137043, 136592, 138937, 136152",9,8,1,0,0,0,9,8,1,0,0,0,3,2,1,0,0,0,1286,1165,242,911,119,50,68
202223,"AcademicYear","Multi-academy trust","LEARNER ENGAGEMENT AND ACHIEVEMENT PARTNERSHIP MULTI-ACADEMY TRUST",5478,"TR00305",7361021,10058357,"Yorkshire and the Humber","145521, 141730, 136301",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,"188","12586","429.8","29.28","C","29","1781","64.3","27.7","C-","15%","159","10805","365.5","29.56","C","105","5255","164.5","31.95","Dist-","19","782.5","26","30.1","Dist-","18%","86","4472.5","138.5","32.29","Dist-","145521, 141730, 136301",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,234,188,29,159,105,19,86
202223,"AcademicYear","Multi-academy trust","LEIGH ACADEMIES TRUST",3725,"TR01302",2336587,10058151,"South East","136847, 135297, 135630, 136205, 137119, 136662, 135964, 145315, 141309, 140987",10,3,6,0,1,0,0,2,8,9,2,6,0,1,0,0,1,8,"784","61001","1855.9","32.87","C+","110","7249","233.1","31.1","C","14%","670","53585","1616.3","33.15","C+","424","19397","701","27.67","Merit+","81","3215.5","132","24.36","Merit","19%","341","16116.5","566","28.47","Merit+","136847, 136349, 135297, 135630, 136205, 137119, 136662, 135964, 145315, 141309, 137581, 140987",12,4,7,0,1,0,12,4,7,0,1,0,11,3,7,0,1,0,1057,827,116,705,461,87,371
202223,"AcademicYear","Multi-academy trust","LIGHTHOUSE SCHOOLS PARTNERSHIP",16340,"TR00876",7662102,10058855,"South West","145482, 136722, 136856",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,"440","41742.4","1224.2","34.1","C+","38","2795","93.7","29.83","C","9%","401","38698.4","1126.2","34.36","C+","120","4810","143","33.64","Dist","17","562.5","20.5","27.44","Merit+","14%","103","4247.5","122.5","34.67","Dist","145482, 136722, 136856",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,474,440,38,401,120,17,103
202223,"AcademicYear","Multi-academy trust","LIONHEART EDUCATIONAL TRUST",3760,"TR00158",8473899,10055191,"East Midlands","147837, 140787, 139624",3,2,0,1,0,0,1,0,2,3,2,0,1,0,0,1,0,2,"809","89777","2502.9","35.87","B-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","461","8429.5","257.5","32.74","Dist-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","147837, 140787, 138478, 139624",4,3,0,1,0,0,4,3,0,1,0,0,4,3,0,1,0,0,940,891,126,758,534,80,451
202223,"AcademicYear","Multi-academy trust","LOXFORD SCHOOL TRUST LIMITED",3797,"TR01354",8743560,10060647,"London","140475, 139179, 147185, 141178",4,2,2,0,0,0,0,1,3,4,2,2,0,0,0,0,1,3,"316","28732","901.3","31.88","C+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","147","10694","350.5","30.51","Dist-","50","3173","113.5","27.96","Merit+","34%","96","7416","234","31.69","Dist-","140475, 139179, 147185, 141178",4,2,2,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,452,316,103,211,147,50,96
202223,"AcademicYear","Multi-academy trust","MALTBY LEARNING TRUST",3834,"TR01382",7033915,10058279,"Yorkshire and the Humber","144364, 145848, 136042",3,1,2,0,0,0,0,1,2,3,1,2,0,0,0,0,1,2,"212","15646","477.5","32.77","C+","31","2134","64.8","32.93","C+","15%","181","13512","412.7","32.74","C+","160","9514","278","34.22","Dist","26","1784.5","47.5","37.57","Dist+","16%","134","7729.5","230.5","33.53","Dist","144364, 145848, 136042",3,1,2,0,0,0,3,1,2,0,0,0,3,1,2,0,0,0,326,212,31,181,160,26,134
202223,"AcademicYear","Multi-academy trust","MARCHES ACADEMY TRUST",3855,"TR01398",7680422,10058925,"West Midlands","141176, 146580, 136979",3,2,1,0,0,0,0,1,2,3,2,1,0,0,0,0,1,2,"158","12470","430","29","C","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","40","1727.5","58.5","29.53","Merit+","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","141176, 146580, 136979",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,186,158,17,139,40,8,32
202223,"AcademicYear","Multi-academy trust","MATRIX ACADEMY TRUST",3878,"TR00136",7654219,10053216,"West Midlands","137274, 143438, 136885, 137771",4,3,1,0,0,0,0,0,4,4,3,1,0,0,0,0,0,4,"175","11652","398.3","29.25","C","34","2103","75.3","27.93","C-","19%","138","9459","319","29.65","C","141","9166","285.5","32.11","Dist-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","137274, 143438, 136885, 137771",4,3,1,0,0,0,4,3,1,0,0,0,4,3,1,0,0,0,254,175,34,138,141,39,99
202223,"AcademicYear","Multi-academy trust","MERIDIAN TRUST",2526,"TR00375",7552498,10053421,"East of England","143404, 136974, 137082, 139988",4,3,1,0,0,0,0,1,3,4,3,1,0,0,0,0,1,3,"224","15448.7","540.4","28.59","C","25","1216","54.8","22.19","D+","11%","194","13710.7","471.3","29.09","C","181","9677.5","335","28.89","Merit+","27","1203.5","49.5","24.31","Merit","15%","153","8424","284.5","29.61","Merit+","143404, 136974, 136470, 137082, 142902, 139988, 137886",7,5,1,0,1,0,7,5,1,0,1,0,7,5,1,0,1,0,734,527,53,465,255,37,217
202223,"AcademicYear","Multi-academy trust","MIDSOMER NORTON SCHOOLS PARTNERSHIP",3910,"TR01435",7365778,10031575,"South West","142125, 146972, 136335, 136311, 137548, 147801",6,5,0,0,0,1,1,3,2,5,4,0,0,0,1,0,3,2,"439","43858","1226.9","35.75","B-","35","2477","79.7","31.08","C","8%","400","40908","1134.6","36.05","B-","116","6811.5","216.5","31.46","Dist-","16","959","31","30.94","Dist-","14%","92","5375.5","170.5","31.53","Dist-","142125, 146972, 136966, 136335, 136311, 137548, 147801",7,6,0,0,0,1,7,6,0,0,0,1,6,5,0,0,0,1,725,577,41,529,163,18,143
202223,"AcademicYear","Multi-academy trust","MULBERRY SCHOOLS TRUST",16669,"TR03507",10035860,10064234,"London","144756, 143629, 137789",3,2,0,0,1,0,0,0,3,3,2,0,0,1,0,0,0,3,"329","22844","802.8","28.46","C","172","10640","405.7","26.23","C-","52%","154","11914","391.1","30.46","C","226","15568.5","539.5","28.86","Merit+","134","9263.5","324","28.59","Merit+","59%","91","6245","213.5","29.25","Merit+","144756, 143629, 144700, 137789",4,3,0,0,1,0,4,3,0,0,1,0,4,3,0,0,1,0,706,433,208,219,277,154,122
202223,"AcademicYear","Multi-academy trust","NEW COLLABORATIVE LEARNING TRUST",16694,"TR03256",9257194,10064640,"Yorkshire and the Humber","144714, 143689, 144732",3,1,0,2,0,0,0,1,2,3,1,0,2,0,0,0,1,2,"1759","156464","4224.6","37.04","B-","246","19908","561.8","35.44","B-","14%","1512","136396","3659.8","37.27","B-","1220","77744.5","2240.5","34.7","Dist","235","15737","462","34.06","Dist","19%","985","62007.5","1778.5","34.87","Dist","144714, 143689, 144732",3,1,0,2,0,0,3,1,0,2,0,0,3,1,0,2,0,0,2722,1759,246,1512,1220,235,985
202223,"AcademicYear","Multi-academy trust","NORTH EAST LEARNING TRUST",4516,"TR01914",7492165,10052835,"North East","144496, 147531, 144601, 144977",4,1,3,0,0,0,0,1,3,4,1,3,0,0,0,0,1,3,"169","13999","446.4","31.36","C","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","61","2792.5","84.5","33.05","Dist-","10","370","13","28.46","Merit+","16%","51","2422.5","71.5","33.88","Dist","144496, 147531, 144601, 144977",4,1,3,0,0,0,4,1,3,0,0,0,4,1,3,0,0,0,210,169,27,140,61,10,51
202223,"AcademicYear","Multi-academy trust","NORTHERN EDUCATION TRUST",4036,"TR01527",7189647,10058295,"North East","139405, 141185, 148135",3,0,3,0,0,0,1,0,2,3,0,3,0,0,0,1,0,2,"135","9618","340.6","28.24","C-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","53","2361","79.5","29.7","Merit+","13","466.5","17.5","26.66","Merit","25%","40","1894.5","62","30.56","Dist-","139405, 141185, 148135",3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,204,135,28,107,53,13,40
202223,"AcademicYear","Multi-academy trust","NORTHERN SCHOOLS TRUST",4041,"TR01530",5067702,10058179,"North West","131065, 139588, 139589",3,0,1,0,1,1,0,0,3,3,0,1,0,1,1,0,0,3,"166","10848","363.5","29.84","C","75","4201","150.7","27.88","C-","45%","87","6517","204.8","31.82","C+","165","12863.5","370.5","34.72","Dist","83","6655","192","34.66","Dist","50%","79","6037.5","173.5","34.8","Dist","131065, 139588, 139589",3,0,1,0,1,1,3,0,1,0,1,1,3,0,1,0,1,1,333,166,75,87,165,83,79
202223,"AcademicYear","Multi-academy trust","NOVA EDUCATION TRUST",5084,"TR02306",7635510,10055362,"East Midlands","146374, 144687, 136878, 145158, 144489, 140984, 141010, 135761, 138411",8,4,2,2,0,0,0,0,8,6,3,2,1,0,0,0,0,6,"656","63309","1860.6","34.03","C+","75","5775","203.9","28.32","C-","11%","580","57404","1653.7","34.71","C+","165","8206.5","257.5","31.87","Dist-","30","2170","69","31.45","Dist-","18%","134","5901.5","185.5","31.81","Dist-","146374, 144687, 136878, 145158, 144489, 140984, 141010, 135761, 138411",9,4,3,2,0,0,8,4,2,2,0,0,6,3,2,1,0,0,780,656,75,580,165,30,134
202223,"AcademicYear","Multi-academy trust","OASIS COMMUNITY LEARNING",4076,"TR01553",5398529,10058190,"London","139659, 135968, 134311, 135958, 139995, 135721",6,0,5,1,0,0,0,0,6,5,0,5,0,0,0,0,0,5,"233","18936","556.8","34.01","C+","93","6942","222.2","31.24","C","40%","137","11634","325.6","35.73","B-","225","13400","500","26.8","Merit+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","139659, 135968, 134311, 135958, 139995, 135721",6,0,5,1,0,0,6,0,5,1,0,0,5,0,5,0,0,0,446,233,93,137,225,104,121
202223,"AcademicYear","Multi-academy trust","ORMISTON ACADEMIES TRUST",4106,"TR01577",6982127,10058272,"West Midlands","135234, 135769, 135980, 136185, 137152, 140845, 138506, 137673, 145008, 145134, 141269, 136186",12,1,11,0,0,0,0,0,12,12,1,11,0,0,0,0,0,12,"682","55696","1722.4","32.34","C+","151","9783","349.3","28.01","C-","22%","527","45716","1365","33.49","C+","371","19484","637.5","30.56","Dist-","137","6898.5","233.5","29.54","Merit+","37%","233","12550.5","403","31.14","Dist-","135234, 135769, 135980, 136185, 137152, 140845, 138506, 137673, 145008, 145134, 141269, 136186",12,1,11,0,0,0,12,1,11,0,0,0,12,1,11,0,0,0,991,682,151,529,371,137,234
202223,"AcademicYear","Multi-academy trust","OUR LADY OF LOURDES CATHOLIC MULTI-ACADEMY TRUST",4581,"TR01962",7743523,10059277,"East Midlands","137409, 138810, 140698, 138341",4,4,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,3,"328","31682","940.4","33.69","C+","39","3481","110.7","31.45","C","12%","284","27549","813.4","33.87","C+","50","3005","91","33.02","Dist-","10","565","19","29.74","Merit+","20%","40","2440","72","33.89","Dist","137409, 138810, 140698, 138341, 139623",5,5,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,398,354,40,308,63,10,53
202223,"AcademicYear","Multi-academy trust","OUTWOOD GRANGE ACADEMIES TRUST",4119,"TR01585",6995649,10058273,"North East","145938, 141377, 143938, 135963, 135961, 144976, 138247, 138248",8,0,8,0,0,0,0,0,8,8,0,8,0,0,0,0,0,8,"544","40858","1369.9","29.83","C","62","3921","147.8","26.53","C-","11%","479","36562","1212.2","30.16","C","209","10172.5","341","29.83","Merit+","35","1619","61.5","26.33","Merit","17%","162","7946","263","30.21","Dist-","145938, 141377, 143938, 135963, 135961, 144976, 138247, 138248",8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,686,544,62,479,209,35,174
202223,"AcademicYear","Multi-academy trust","RED KITE LEARNING TRUST",15727,"TR00969",7523507,10054307,"Yorkshire and the Humber","146247, 138304, 136497",3,2,1,0,0,0,0,1,2,3,2,1,0,0,0,0,1,2,"399","40188","1160.1","34.64","C+","40","2964","103.7","28.58","C","10%","355","36796","1044.3","35.24","B-","129","4799","150.5","31.89","Dist-","19","573","19.5","29.38","Merit+","15%","109","4201","130.5","32.19","Dist-","146247, 138304, 136497",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,437,399,40,355,129,19,109
202223,"AcademicYear","Multi-academy trust","REDHILL ACADEMY TRUST",4338,"TR01767",7430317,10058403,"East Midlands","146099, 144182, 136361, 136548, 140992, 137112, 137085",7,2,5,0,0,0,1,1,5,7,2,5,0,0,0,1,1,5,"557","49077","1567.2","31.32","C","61","4465","163.4","27.33","C-","11%","493","44232","1393.8","31.73","C+","101","4192","126.5","33.14","Dist-","15","760","22.5","33.78","Dist","15%","80","3152","94","33.53","Dist","146099, 144182, 136361, 136548, 140992, 137112, 137085",7,2,5,0,0,0,7,2,5,0,0,0,7,2,5,0,0,0,647,557,61,493,101,15,86
202223,"AcademicYear","Multi-academy trust","RIVER LEARNING TRUST",2644,"TR00467",7966500,10059630,"South East","137970, 138817, 137936, 147203, 140875",5,4,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,"547","63235","1739.8","36.35","B-","40","3176","121.2","26.2","C-","7%","501","59245","1599.4","37.04","B-","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","137970, 139146, 138817, 137936, 147203, 148354, 138897, 140875",8,6,1,1,0,0,8,6,1,1,0,0,4,3,1,0,0,0,856,756,79,664,96,28,67
202223,"AcademicYear","Multi-academy trust","ROYAL WOOTTON BASSETT ACADEMY TRUST",16676,"TR01828",7569743,10058663,"South West","135804, 136911, 137650",3,2,1,0,0,0,1,1,1,3,2,1,0,0,0,1,1,1,"225","17854.8","569.7","31.34","C","21","1373","50.2","27.35","C-","9%","202","16271.8","513.5","31.69","C+","128","5130","194","26.44","Merit","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","135804, 136911, 137650",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,300,225,21,202,128,17,111
202223,"AcademicYear","Multi-academy trust","RUSSELL EDUCATION TRUST",4421,"TR02562",7452885,10058425,"London","136822, 138239, 139410, 141963",4,0,0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,4,"295","28286","849.7","33.29","C+","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","53","1945","77","25.26","Merit","9","405","16","25.31","Merit","17%","37","1335","54","24.72","Merit","136822, 138239, 139410, 141963",4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,323,295,37,252,53,9,44
202223,"AcademicYear","Multi-academy trust","SAPIENTIA EDUCATION TRUST",16336,"TR02551",7466353,10058443,"East of England","139572, 136481, 140534",3,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,"339","34781","1010.9","34.41","C+","21","1478","52.7","28.05","C-","6%","299","31108","896.7","34.69","C+","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","SUPP","139572, 136481, 140534",3,2,1,0,0,0,3,2,1,0,0,0,2,1,1,0,0,0,390,339,21,299,40,5,35
202223,"AcademicYear","Multi-academy trust","SCHOLARS' EDUCATION TRUST",4533,"TR01926",7697132,10059062,"East of England","143131, 137270, 138582",3,1,2,0,0,0,0,0,3,3,1,2,0,0,0,0,0,3,"249","25352","688.5","36.82","B-","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","SUPPMAT","127","5698","160","35.61","Dist","9","751","20","37.55","Dist+","7%","118","4947","140","35.34","Dist","143131, 137270, 138582",3,1,2,0,0,0,3,1,2,0,0,0,3,1,2,0,0,0,281,249,15,233,127,9,118
202223,"AcademicYear","Multi-academy trust","ST THOMAS AQUINAS CATHOLIC MULTI ACADEMY TRUST",2354,"TR00235",8090890,10059818,"East Midlands","138298, 146196, 146232",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,"305","33658","943","35.69","B-","28","2330","79.8","29.2","C","9%","273","30902","850.5","36.33","B-","75","3036","92","33","Dist-","8","304","10","30.4","Dist-","11%","66","2697","81","33.3","Dist-","138298, 146196, 146232",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,354,305,28,273,75,8,66
